name,company_name,price,stock,sku,category,description
179464-6,信都数字科技（上海）有限公司,0.396,3200,NEW-CONN-09010558-88430328,连接器,新导入连接器产品 - 179464-6
179956-6,信都数字科技（上海）有限公司,4.83492,1200,NEW-CONN-09010558-12706A8A,连接器,新导入连接器产品 - 179956-6
1903122-1,信都数字科技（上海）有限公司,0.35388,17000,NEW-CONN-09010558-E056E20B,连接器,新导入连接器产品 - 1903122-1
2278706-8,信都数字科技（上海）有限公司,1.1304,450,NEW-CONN-09010558-61EACA5E,连接器,新导入连接器产品 - 2278706-8
2329592-1,信都数字科技（上海）有限公司,1.0008,1000,NEW-CONN-09010558-D0E301DE,连接器,新导入连接器产品 - 2329592-1
2378527-1,信都数字科技（上海）有限公司,3.74868,2,NEW-CONN-09010558-F8F7BE27,连接器,新导入连接器产品 - 2378527-1
240PC023S4019,信都数字科技（上海）有限公司,1.092,80,NEW-CONN-09010558-A749FB63,连接器,新导入连接器产品 - 240PC023S4019
2434610V03,信都数字科技（上海）有限公司,0.05112,6000,NEW-CONN-09010558-EAD8956C,连接器,新导入连接器产品 - 2434610V03
3-1718643-1,信都数字科技（上海）有限公司,0.9624,2000,NEW-CONN-09010558-661FEBDA,连接器,新导入连接器产品 - 3-1718643-1
330123001,信都数字科技（上海）有限公司,0.189,5000,NEW-CONN-09010558-0809D9D9,连接器,新导入连接器产品 - 330123001
334820801,信都数字科技（上海）有限公司,2.63508,15,NEW-CONN-09010558-B8C62924,连接器,新导入连接器产品 - 334820801
334821261,信都数字科技（上海）有限公司,3.18,13,NEW-CONN-09010558-560868B4,连接器,新导入连接器产品 - 334821261
334824801,信都数字科技（上海）有限公司,3.156,60,NEW-CONN-09010558-D4FC3F73,连接器,新导入连接器产品 - 334824801
334826261,信都数字科技（上海）有限公司,2.82,30,NEW-CONN-09010558-124C9E26,连接器,新导入连接器产品 - 334826261
350218-1,信都数字科技（上海）有限公司,0.08196,45000,NEW-CONN-09010558-1F41271C,连接器,新导入连接器产品 - 350218-1
39012085,信都数字科技（上海）有限公司,0.38124,3500,NEW-CONN-09010558-03675514,连接器,新导入连接器产品 - 39012085
39014033,信都数字科技（上海）有限公司,0.79968,5000,NEW-CONN-09010558-865B1080,连接器,新导入连接器产品 - 39014033
4-521097-2,信都数字科技（上海）有限公司,0.6936,20000,NEW-CONN-09010558-6059274C,连接器,新导入连接器产品 - 4-521097-2
0460-202-16141,信都数字科技（上海）有限公司,1.46652,5006,NEW-CONN-09010558-3FB09455,连接器,新导入连接器产品 - 0460-202-16141
0462-201-16141,信都数字科技（上海）有限公司,1.79928,3341,NEW-CONN-09010558-7E11C753,连接器,新导入连接器产品 - 0462-201-16141
5023520200,信都数字科技（上海）有限公司,3.9996,50,NEW-CONN-09010558-994EB3D7,连接器,新导入连接器产品 - 5023520200
5023520201,信都数字科技（上海）有限公司,4.212,50,NEW-CONN-09010558-327E6298,连接器,新导入连接器产品 - 5023520201
503728000,信都数字科技（上海）有限公司,0.02652,180000,NEW-CONN-09010558-BBF7AF61,连接器,新导入连接器产品 - 503728000
505153-8000,信都数字科技（上海）有限公司,0.048,1200000,NEW-CONN-09010558-9F51D22D,连接器,新导入连接器产品 - 505153-8000
510650600,信都数字科技（上海）有限公司,0.15612,30000,NEW-CONN-09010558-20C58C30,连接器,新导入连接器产品 - 510650600
5-1418758-1,信都数字科技（上海）有限公司,0.189,81000,NEW-CONN-09010558-BB09D29A,连接器,新导入连接器产品 - 5-1418758-1
5-160433-6,信都数字科技（上海）有限公司,0.3264,32000,NEW-CONN-09010558-EAF73C94,连接器,新导入连接器产品 - 5-160433-6
61794-1,信都数字科技（上海）有限公司,0.087,9000,NEW-CONN-09010558-B2FF93E1,连接器,新导入连接器产品 - 61794-1
6181-0070,信都数字科技（上海）有限公司,2.142,100,NEW-CONN-09010558-3AA5171C,连接器,新导入连接器产品 - 6181-0070
62306-2,信都数字科技（上海）有限公司,0.072,30000,NEW-CONN-09010558-9756FC36,连接器,新导入连接器产品 - 62306-2
7114-4110-02,信都数字科技（上海）有限公司,0.228,25000,NEW-CONN-09010558-58242AA9,连接器,新导入连接器产品 - 7114-4110-02
7157-7817-80,信都数字科技（上海）有限公司,0.8196,100,NEW-CONN-09010558-51ACC7F8,连接器,新导入连接器产品 - 7157-7817-80
7187-8854,信都数字科技（上海）有限公司,0.6,380,NEW-CONN-09010558-3347DE15,连接器,新导入连接器产品 - 7187-8854
7282-6444-70,信都数字科技（上海）有限公司,2.76108,100,NEW-CONN-09010558-FEA34AC8,连接器,新导入连接器产品 - 7282-6444-70
7283-2148-30,信都数字科技（上海）有限公司,2.844,800,NEW-CONN-09010558-618680D4,连接器,新导入连接器产品 - 7283-2148-30
926526-1,信都数字科技（上海）有限公司,1.20672,1408,NEW-CONN-09010558-6F395C89,连接器,新导入连接器产品 - 926526-1
09-50-8121,信都数字科技（上海）有限公司,1.98072,351,NEW-CONN-09010558-1138FE52,连接器,新导入连接器产品 - 09-50-8121
967542-2,信都数字科技（上海）有限公司,0.888,8000,NEW-CONN-09010558-BC99740B,连接器,新导入连接器产品 - 967542-2
A3963H-4P,信都数字科技（上海）有限公司,0.10008,60000,NEW-CONN-09010558-C7E0BA6A,连接器,新导入连接器产品 - A3963H-4P
A3963-TP,信都数字科技（上海）有限公司,0.06912,3660,NEW-CONN-09010558-62866ECA,连接器,新导入连接器产品 - A3963-TP
AN010860C00R1700,信都数字科技（上海）有限公司,2.4876,1700,NEW-CONN-09010558-56265B62,连接器,新导入连接器产品 - AN010860C00R1700
AN01ML27M00R2400,信都数字科技（上海）有限公司,1.98948,2400,NEW-CONN-09010558-2A31EF54,连接器,新导入连接器产品 - AN01ML27M00R2400
AN02ML27M00R400,信都数字科技（上海）有限公司,3.97896,400,NEW-CONN-09010558-2599D78E,连接器,新导入连接器产品 - AN02ML27M00R400
B4P-VH-BK,信都数字科技（上海）有限公司,0.636,500,NEW-CONN-09010558-9329F707,连接器,新导入连接器产品 - B4P-VH-BK
BU03P-TZ-S(LF)(SN),信都数字科技（上海）有限公司,0.72,3500,NEW-CONN-09010558-AF81A288,连接器,新导入连接器产品 - BU03P-TZ-S(LF)(SN)
BU06P-TZ-S(LF)(SN),信都数字科技（上海）有限公司,1.44,2000,NEW-CONN-09010558-01087F07,连接器,新导入连接器产品 - BU06P-TZ-S(LF)(SN)
C3881-MA07-P1-P1-L500-1A,信都数字科技（上海）有限公司,104.04588,36,NEW-CONN-09010558-1E19AFE6,连接器,新导入连接器产品 - C3881-MA07-P1-P1-L500-1A
C3881-MA07S024XD1-A1,信都数字科技（上海）有限公司,27.48912,15,NEW-CONN-09010558-EE0DB6C9,连接器,新导入连接器产品 - C3881-MA07S024XD1-A1
C3881-MB01S12K4F1-EP,信都数字科技（上海）有限公司,0.08604,6876,NEW-CONN-09010558-43EE0293,连接器,新导入连接器产品 - C3881-MB01S12K4F1-EP
C3881-MX79C-MX49A-F1-MH-L95-3,信都数字科技（上海）有限公司,24.39312,2,NEW-CONN-09010558-88D4F77B,连接器,新导入连接器产品 - C3881-MX79C-MX49A-F1-MH-L95-3
C3881-MX81A004NF2-B,信都数字科技（上海）有限公司,3.13896,1000,NEW-CONN-09010558-471CEDDC,连接器,新导入连接器产品 - C3881-MX81A004NF2-B
C3881-MY05A010S1-A,信都数字科技（上海）有限公司,9.4758,50,NEW-CONN-09010558-FB4B86C6,连接器,新导入连接器产品 - C3881-MY05A010S1-A
C7284-MX19A-2S-RING-1,信都数字科技（上海）有限公司,0.11352,1800,NEW-CONN-09010558-2352B375,连接器,新导入连接器产品 - C7284-MX19A-2S-RING-1
DF02D014B22,信都数字科技（上海）有限公司,10.9512,2,NEW-CONN-09010558-1D68D5A2,连接器,新导入连接器产品 - DF02D014B22
DF02D026A22,信都数字科技（上海）有限公司,13.51092,500,NEW-CONN-09010558-E968CA08,连接器,新导入连接器产品 - DF02D026A22
DF02P026F22A1,信都数字科技（上海）有限公司,5.34624,500,NEW-CONN-09010558-3DB62EB4,连接器,新导入连接器产品 - DF02P026F22A1
DF02R026NA3,信都数字科技（上海）有限公司,6.1758,500,NEW-CONN-09010558-FF5C1D1E,连接器,新导入连接器产品 - DF02R026NA3
DF50-2830SCFA,信都数字科技（上海）有限公司,0.05304,30000,NEW-CONN-09010558-97364ACE,连接器,新导入连接器产品 - DF50-2830SCFA
DRC26-24SA,信都数字科技（上海）有限公司,77.868,5,NEW-CONN-09010558-A7F7B159,连接器,新导入连接器产品 - DRC26-24SA
DRC26-40SA,信都数字科技（上海）有限公司,96.0,35,NEW-CONN-09010558-23FAA6C8,连接器,新导入连接器产品 - DRC26-40SA
DR-SC24-1-7000,信都数字科技（上海）有限公司,0.3042,7000,NEW-CONN-09010558-E1D05C47,连接器,新导入连接器产品 - DR-SC24-1-7000
DT04-08PA,信都数字科技（上海）有限公司,9.86328,900,NEW-CONN-09010558-941D0232,连接器,新导入连接器产品 - DT04-08PA
DT04-12PA,信都数字科技（上海）有限公司,12.39816,100,NEW-CONN-09010558-1E8B47D2,连接器,新导入连接器产品 - DT04-12PA
DT04-2P,信都数字科技（上海）有限公司,1.97268,900,NEW-CONN-09010558-5D6FF76C,连接器,新导入连接器产品 - DT04-2P
DT04-4P,信都数字科技（上海）有限公司,4.3476,200,NEW-CONN-09010558-2A7D4FF3,连接器,新导入连接器产品 - DT04-4P
DT06-08SA,信都数字科技（上海）有限公司,9.96708,650,NEW-CONN-09010558-4ACEFA31,连接器,新导入连接器产品 - DT06-08SA
DT06-12SA,信都数字科技（上海）有限公司,13.07952,100,NEW-CONN-09010558-FD6F81FB,连接器,新导入连接器产品 - DT06-12SA
DT06-2S,信都数字科技（上海）有限公司,2.898,205,NEW-CONN-09010558-857AD836,连接器,新导入连接器产品 - DT06-2S
DT06-2S-EP06,信都数字科技（上海）有限公司,3.348,40,NEW-CONN-09010558-1A54C4B9,连接器,新导入连接器产品 - DT06-2S-EP06
DT06-4S,信都数字科技（上海）有限公司,4.41252,89,NEW-CONN-09010558-FBC6409A,连接器,新导入连接器产品 - DT06-4S
DT06-6S,信都数字科技（上海）有限公司,7.65708,104,NEW-CONN-09010558-9A446076,连接器,新导入连接器产品 - DT06-6S
DTM04-12PA,信都数字科技（上海）有限公司,14.5464,2,NEW-CONN-09010558-7E16E6C7,连接器,新导入连接器产品 - DTM04-12PA
DTM06-2S,信都数字科技（上海）有限公司,16.9884,20,NEW-CONN-09010558-7D902A71,连接器,新导入连接器产品 - DTM06-2S
DTM06-4S,信都数字科技（上海）有限公司,4.4676,17,NEW-CONN-09010558-C24D8E6F,连接器,新导入连接器产品 - DTM06-4S
DTM06-6S,信都数字科技（上海）有限公司,6.993,2,NEW-CONN-09010558-2A0C344E,连接器,新导入连接器产品 - DTM06-6S
DTP04-4P-L012,信都数字科技（上海）有限公司,32.61348,17,NEW-CONN-09010558-ED9E9BA7,连接器,新导入连接器产品 - DTP04-4P-L012
DTP06-2S,信都数字科技（上海）有限公司,8.904,62,NEW-CONN-09010558-3CD84372,连接器,新导入连接器产品 - DTP06-2S
DW200N08H1,信都数字科技（上海）有限公司,3.2712,200,NEW-CONN-09010558-D5850999,连接器,新导入连接器产品 - DW200N08H1
DX07S024JJ1R1300,信都数字科技（上海）有限公司,3.1104,300,NEW-CONN-09010558-35A17654,连接器,新导入连接器产品 - DX07S024JJ1R1300
DZ14S019NK1,信都数字科技（上海）有限公司,45.81816,5720,NEW-CONN-09010558-3E51CBB5,连接器,新导入连接器产品 - DZ14S019NK1
DZ14S019NK2,信都数字科技（上海）有限公司,45.81816,5500,NEW-CONN-09010558-25DCA034,连接器,新导入连接器产品 - DZ14S019NK2
FI-J35S-VF15N-R3000,信都数字科技（上海）有限公司,5.18472,69000,NEW-CONN-09010558-D81D47CC,连接器,新导入连接器产品 - FI-J35S-VF15N-R3000
FI-JW34S-VF16-R3000,信都数字科技（上海）有限公司,3.5652,21000,NEW-CONN-09010558-8294FC4C,连接器,新导入连接器产品 - FI-JW34S-VF16-R3000
FI-RC3-1A-1E-15000,信都数字科技（上海）有限公司,0.04812,120000,NEW-CONN-09010558-125D57F7,连接器,新导入连接器产品 - FI-RC3-1A-1E-15000
FI-RE31HL,信都数字科技（上海）有限公司,2.8854,8000,NEW-CONN-09010558-8D66E909,连接器,新导入连接器产品 - FI-RE31HL
FI-X30HL,信都数字科技（上海）有限公司,1.23036,20000,NEW-CONN-09010558-105C9672,连接器,新导入连接器产品 - FI-X30HL
FI-XC3B-1-15000,信都数字科技（上海）有限公司,0.04272,120000,NEW-CONN-09010558-A5CE3332,连接器,新导入连接器产品 - FI-XC3B-1-15000
IL-AG5-10S-S3C1,信都数字科技（上海）有限公司,0.83016,3,NEW-CONN-09010558-7661701B,连接器,新导入连接器产品 - IL-AG5-10S-S3C1
IL-AG5-16S-D3C1-A,信都数字科技（上海）有限公司,1.52592,10,NEW-CONN-09010558-11D74D13,连接器,新导入连接器产品 - IL-AG5-16S-D3C1-A
IL-AG5-22SK-D3C1-LB,信都数字科技（上海）有限公司,1.60308,800,NEW-CONN-09010558-A598E664,连接器,新导入连接器产品 - IL-AG5-22SK-D3C1-LB
IL-AG5-4P-S3T2,信都数字科技（上海）有限公司,4.14096,4,NEW-CONN-09010558-3AEEF18B,连接器,新导入连接器产品 - IL-AG5-4P-S3T2
IL-AG5-4S-S3C1,信都数字科技（上海）有限公司,0.94404,2900,NEW-CONN-09010558-433CFE80,连接器,新导入连接器产品 - IL-AG5-4S-S3C1
IL-AG5-5SK-S3C1-LB,信都数字科技（上海）有限公司,0.50484,3200,NEW-CONN-09010558-524755ED,连接器,新导入连接器产品 - IL-AG5-5SK-S3C1-LB
IL-AG5-5S-S3C1,信都数字科技（上海）有限公司,0.60444,1400,NEW-CONN-09010558-CE8E3632,连接器,新导入连接器产品 - IL-AG5-5S-S3C1
IL-AG5-6S-S3C1,信都数字科技（上海）有限公司,0.69348,20400,NEW-CONN-09010558-1166AC65,连接器,新导入连接器产品 - IL-AG5-6S-S3C1
IL-AG5-7P-S3C1,信都数字科技（上海）有限公司,4.01544,59,NEW-CONN-09010558-868B28F7,连接器,新导入连接器产品 - IL-AG5-7P-S3C1
IL-AG5-7P-S3L2,信都数字科技（上海）有限公司,2.62452,1194,NEW-CONN-09010558-683AB0A8,连接器,新导入连接器产品 - IL-AG5-7P-S3L2
IL-AG5-7S-S3C1,信都数字科技（上海）有限公司,0.61932,2400,NEW-CONN-09010558-27AFBF3E,连接器,新导入连接器产品 - IL-AG5-7S-S3C1
IL-AG5-C1-5000,信都数字科技（上海）有限公司,0.08892,90000,NEW-CONN-09010558-7CE84415,连接器,新导入连接器产品 - IL-AG5-C1-5000
IL-AG5-PC1-5000,信都数字科技（上海）有限公司,0.156,95000,NEW-CONN-09010558-F317FD93,连接器,新导入连接器产品 - IL-AG5-PC1-5000
IL-AG9-2P-S3C1,信都数字科技（上海）有限公司,0.7512,12000,NEW-CONN-09010558-248D7E63,连接器,新导入连接器产品 - IL-AG9-2P-S3C1
IL-AG9-2S-S3C1,信都数字科技（上海）有限公司,0.681,15000,NEW-CONN-09010558-28F61439,连接器,新导入连接器产品 - IL-AG9-2S-S3C1
IL-AG9-3P-S3C1,信都数字科技（上海）有限公司,1.56972,4500,NEW-CONN-09010558-EBB91D78,连接器,新导入连接器产品 - IL-AG9-3P-S3C1
IL-AG9-3S-S3C1,信都数字科技（上海）有限公司,1.3884,3000,NEW-CONN-09010558-AA18E77C,连接器,新导入连接器产品 - IL-AG9-3S-S3C1
IL-G-7P-S3L2-SA,信都数字科技（上海）有限公司,1.59828,1120,NEW-CONN-09010558-E4E76697,连接器,新导入连接器产品 - IL-G-7P-S3L2-SA
IL-Y-3S-S15C3,信都数字科技（上海）有限公司,0.2496,1000,NEW-CONN-09010558-937B9B92,连接器,新导入连接器产品 - IL-Y-3S-S15C3
JN1FS04FK2,信都数字科技（上海）有限公司,37.434,700,NEW-CONN-09010558-9D10A913,连接器,新导入连接器产品 - JN1FS04FK2
KW01HDRR01,信都数字科技（上海）有限公司,130.56516,6,NEW-CONN-09010558-6FAE13F3,连接器,新导入连接器产品 - KW01HDRR01
KW03GY10PDL0500E,信都数字科技（上海）有限公司,6795.77364,1,NEW-CONN-09010558-9BE0C379,连接器,新导入连接器产品 - KW03GY10PDL0500E
KW1CGY10PDL0500E,信都数字科技（上海）有限公司,3739.48044,2,NEW-CONN-09010558-E7E22A0A,连接器,新导入连接器产品 - KW1CGY10PDL0500E
LTST-C191TGKT-DD,信都数字科技（上海）有限公司,0.11184,10000,NEW-CONN-09010558-298BF4DB,连接器,新导入连接器产品 - LTST-C191TGKT-DD
LTST-C195KGJSKT,信都数字科技（上海）有限公司,0.1008,268000,NEW-CONN-09010558-ED8984C0,连接器,新导入连接器产品 - LTST-C195KGJSKT
LTV-817S-TA1,信都数字科技（上海）有限公司,0.20928,1000,NEW-CONN-09010558-8E9DE92C,连接器,新导入连接器产品 - LTV-817S-TA1
LY10-C1-5-10000,信都数字科技（上海）有限公司,0.07212,10000,NEW-CONN-09010558-B18B7B02,连接器,新导入连接器产品 - LY10-C1-5-10000
M23S05K351,信都数字科技（上海）有限公司,0.14304,5000,NEW-CONN-09010558-D0CD5E79,连接器,新导入连接器产品 - M23S05K351
M34S75C4F1,信都数字科技（上海）有限公司,0.0714,90000,NEW-CONN-09010558-D29FEE29,连接器,新导入连接器产品 - M34S75C4F1
M34S75C4F3,信都数字科技（上海）有限公司,0.27396,90000,NEW-CONN-09010558-8CB3CCB4,连接器,新导入连接器产品 - M34S75C4F3
M36P08K4Q3,信都数字科技（上海）有限公司,0.48096,48000,NEW-CONN-09010558-C3729DB7,连接器,新导入连接器产品 - M36P08K4Q3
M58P04K2F1,信都数字科技（上海）有限公司,1.1406,4000,NEW-CONN-09010558-C6562146,连接器,新导入连接器产品 - M58P04K2F1
MA01F100VABBR300,信都数字科技（上海）有限公司,7.81092,600,NEW-CONN-09010558-E1535A1B,连接器,新导入连接器产品 - MA01F100VABBR300
MA01R100VABBR600,信都数字科技（上海）有限公司,6.444,565,NEW-CONN-09010558-65D9630F,连接器,新导入连接器产品 - MA01R100VABBR600
MG640187,信都数字科技（上海）有限公司,0.648,4000,NEW-CONN-09010558-EB307ADB,连接器,新导入连接器产品 - MG640187
MM60-EZH059-B5-R650,信都数字科技（上海）有限公司,2.076,1950,NEW-CONN-09010558-6CBE8908,连接器,新导入连接器产品 - MM60-EZH059-B5-R650
MS0265-2,信都数字科技（上海）有限公司,2.1624,1500,NEW-CONN-09010558-10331594,连接器,新导入连接器产品 - MS0265-2
MX19002P51,信都数字科技（上海）有限公司,1.1268,5,NEW-CONN-09010558-EDEFF8CA,连接器,新导入连接器产品 - MX19002P51
MX19002P52,信都数字科技（上海）有限公司,2.34324,39600,NEW-CONN-09010558-C055B0BF,连接器,新导入连接器产品 - MX19002P52
MX19002S51,信都数字科技（上海）有限公司,2.52972,2800,NEW-CONN-09010558-FD7AA85A,连接器,新导入连接器产品 - MX19002S51
MX19004P51,信都数字科技（上海）有限公司,2.43276,4200,NEW-CONN-09010558-90C5B22F,连接器,新导入连接器产品 - MX19004P51
MX19P10K451,信都数字科技（上海）有限公司,0.13464,20000,NEW-CONN-09010558-31E8A479,连接器,新导入连接器产品 - MX19P10K451
MX19S10K451,信都数字科技（上海）有限公司,0.14136,70000,NEW-CONN-09010558-260FBF0D,连接器,新导入连接器产品 - MX19S10K451
MX23A12NF1,信都数字科技（上海）有限公司,7.032,400,NEW-CONN-09010558-46E9D870,连接器,新导入连接器产品 - MX23A12NF1
MX23A18NF1,信都数字科技（上海）有限公司,7.16916,640,NEW-CONN-09010558-46D18C61,连接器,新导入连接器产品 - MX23A18NF1
MX23A18SF1,信都数字科技（上海）有限公司,11.07528,600,NEW-CONN-09010558-5C40AC1B,连接器,新导入连接器产品 - MX23A18SF1
