name,company_name,price,stock,sku,category,description
1-480702-0,信都数字科技（上海）有限公司,0.3276,3081,CONN-1480702-4A07D2F1,连接器,连接器产品 - 1-480702-0
1-480703-0,信都数字科技（上海）有限公司,0.3906,1101,CONN-1480703-E32A74EF,连接器,连接器产品 - 1-480703-0
1-480706-0,信都数字科技（上海）有限公司,0.534,5410,CONN-1480706-DAE53DE5,连接器,连接器产品 - 1-480706-0
1-480708-0,信都数字科技（上海）有限公司,0.7056,500,CONN-1480708-92D44B03,连接器,连接器产品 - 1-480708-0
1-480709-0,信都数字科技（上海）有限公司,0.756,15,CONN-1480709-A8D3623D,连接器,连接器产品 - 1-480709-0
1-480710-0,信都数字科技（上海）有限公司,1.071,381,CONN-1480710-7840A2C4,连接器,连接器产品 - 1-480710-0
1-480711-0,信都数字科技（上海）有限公司,1.1466,1,CONN-1480711-29E7AEB1,连接器,连接器产品 - 1-480711-0
1-480763-0,信都数字科技（上海）有限公司,0.68676,1537,CONN-1480763-DF1A6506,连接器,连接器产品 - 1-480763-0
151049-2209,信都数字科技（上海）有限公司,0.3558,16000,CONN-1510492-191A00F4,连接器,连接器产品 - 151049-2209
15324229,信都数字科技（上海）有限公司,1.68,4,CONN-15324229-FC28E65E,连接器,连接器产品 - 15324229
15495811,信都数字科技（上海）有限公司,1.176,4000,CONN-15495811-5A606D3F,连接器,连接器产品 - 15495811
171358-1,信都数字科技（上海）有限公司,2.52,500,CONN-1713581-8F44C6D2,连接器,连接器产品 - 171358-1
171809-1,信都数字科技（上海）有限公司,0.24,8000,CONN-1718091-CEC60D93,连接器,连接器产品 - 171809-1
171892-1,信都数字科技（上海）有限公司,2.1024,1000,CONN-1718921-A456BCDB,连接器,连接器产品 - 171892-1
172024-1,信都数字科技（上海）有限公司,2.12064,1200,CONN-1720241-F9ABDA15,连接器,连接器产品 - 172024-1
172044-1,信都数字科技（上海）有限公司,3.774,200,CONN-1720441-0E88D858,连接器,连接器产品 - 172044-1
178289-5,信都数字科技（上海）有限公司,1.3314,59,CONN-1782895-62C6E67C,连接器,连接器产品 - 178289-5
178289-6,信都数字科技（上海）有限公司,1.77312,9050,CONN-1782896-584EDBA1,连接器,连接器产品 - 178289-6
178289-8,信都数字科技（上海）有限公司,2.76576,230,CONN-1782898-2804E253,连接器,连接器产品 - 178289-8
178803-3,信都数字科技（上海）有限公司,2.10516,12750,CONN-1788033-E3E47EA8,连接器,连接器产品 - 178803-3
178803-7,信都数字科技（上海）有限公司,11.616,180,CONN-1788037-DBA1ED15,连接器,连接器产品 - 178803-7
178803-8,信都数字科技（上海）有限公司,3.66,200,CONN-1788038-55CD22EA,连接器,连接器产品 - 178803-8
178964-3,信都数字科技（上海）有限公司,2.1672,8400,CONN-1789643-DBB89DE8,连接器,连接器产品 - 178964-3
178964-4,信都数字科技（上海）有限公司,5.09928,24,CONN-1789644-481751AE,连接器,连接器产品 - 178964-4
178964-5,信都数字科技（上海）有限公司,2.184,2000,CONN-1789645-B0BCE229,连接器,连接器产品 - 178964-5
178964-7,信都数字科技（上海）有限公司,2.16,1100,CONN-1789647-0883DC26,连接器,连接器产品 - 178964-7
179464-6,信都数字科技（上海）有限公司,0.396,3200,CONN-1794646-EFAD414A,连接器,连接器产品 - 179464-6
179956-6,信都数字科技（上海）有限公司,4.83492,1200,CONN-1799566-1524C645,连接器,连接器产品 - 179956-6
1903122-1,信都数字科技（上海）有限公司,0.35388,17000,CONN-1903122-D2F86581,连接器,连接器产品 - 1903122-1
2278706-8,信都数字科技（上海）有限公司,1.1304,450,CONN-2278706-6B167393,连接器,连接器产品 - 2278706-8
2329592-1,信都数字科技（上海）有限公司,1.0008,1000,CONN-2329592-1D9869C0,连接器,连接器产品 - 2329592-1
2378527-1,信都数字科技（上海）有限公司,3.74868,2,CONN-2378527-A743DDFC,连接器,连接器产品 - 2378527-1
240PC023S4019,信都数字科技（上海）有限公司,1.092,80,CONN-240PC023-8C500D9D,连接器,连接器产品 - 240PC023S4019
2434610V03,信都数字科技（上海）有限公司,0.05112,6000,CONN-2434610V-6BFFC2D1,连接器,连接器产品 - 2434610V03
3-1718643-1,信都数字科技（上海）有限公司,0.9624,2000,CONN-3171864-EA3E8FB7,连接器,连接器产品 - 3-1718643-1
330123001,信都数字科技（上海）有限公司,0.189,5000,CONN-33012300-4AA21D51,连接器,连接器产品 - 330123001
334820801,信都数字科技（上海）有限公司,2.63508,15,CONN-33482080-B2659632,连接器,连接器产品 - 334820801
334821261,信都数字科技（上海）有限公司,3.18,13,CONN-33482126-D8D4DDF6,连接器,连接器产品 - 334821261
334824801,信都数字科技（上海）有限公司,3.156,60,CONN-33482480-C5564A03,连接器,连接器产品 - 334824801
334826261,信都数字科技（上海）有限公司,2.82,30,CONN-33482626-C5F32F2C,连接器,连接器产品 - 334826261
350218-1,信都数字科技（上海）有限公司,0.08196,45000,CONN-3502181-97A51889,连接器,连接器产品 - 350218-1
39012085,信都数字科技（上海）有限公司,0.38124,3500,CONN-39012085-DCF59D5E,连接器,连接器产品 - 39012085
39014033,信都数字科技（上海）有限公司,0.79968,5000,CONN-39014033-31D31E07,连接器,连接器产品 - 39014033
4-521097-2,信都数字科技（上海）有限公司,0.6936,20000,CONN-4521097-DA362B94,连接器,连接器产品 - 4-521097-2
0460-202-16141,信都数字科技（上海）有限公司,1.46652,5006,CONN-0460202-5B506773,连接器,连接器产品 - 0460-202-16141
0462-201-16141,信都数字科技（上海）有限公司,1.79928,3341,CONN-0462201-357B6C05,连接器,连接器产品 - 0462-201-16141
5023520200,信都数字科技（上海）有限公司,3.9996,50,CONN-50235202-B17D9FDE,连接器,连接器产品 - 5023520200
5023520201,信都数字科技（上海）有限公司,4.212,50,CONN-50235202-380F86C2,连接器,连接器产品 - 5023520201
503728000,信都数字科技（上海）有限公司,0.02652,180000,CONN-50372800-E33EA2C2,连接器,连接器产品 - 503728000
505153-8000,信都数字科技（上海）有限公司,0.048,1200000,CONN-5051538-B794C7F8,连接器,连接器产品 - 505153-8000
510650600,信都数字科技（上海）有限公司,0.15612,30000,CONN-51065060-FD6B6A61,连接器,连接器产品 - 510650600
5-1418758-1,信都数字科技（上海）有限公司,0.189,81000,CONN-5141875-ACA8CAD9,连接器,连接器产品 - 5-1418758-1
5-160433-6,信都数字科技（上海）有限公司,0.3264,32000,CONN-5160433-13CDFF87,连接器,连接器产品 - 5-160433-6
61794-1,信都数字科技（上海）有限公司,0.087,9000,CONN-617941-265981A5,连接器,连接器产品 - 61794-1
6181-0070,信都数字科技（上海）有限公司,2.142,100,CONN-6181007-052EF84C,连接器,连接器产品 - 6181-0070
62306-2,信都数字科技（上海）有限公司,0.072,30000,CONN-623062-539FC829,连接器,连接器产品 - 62306-2
7114-4110-02,信都数字科技（上海）有限公司,0.228,25000,CONN-7114411-BF9A1C38,连接器,连接器产品 - 7114-4110-02
7157-7817-80,信都数字科技（上海）有限公司,0.8196,100,CONN-7157781-62AC9682,连接器,连接器产品 - 7157-7817-80
7187-8854,信都数字科技（上海）有限公司,0.6,380,CONN-7187885-4590B19D,连接器,连接器产品 - 7187-8854
7282-6444-70,信都数字科技（上海）有限公司,2.76108,100,CONN-7282644-71FE2D1F,连接器,连接器产品 - 7282-6444-70
7283-2148-30,信都数字科技（上海）有限公司,2.844,800,CONN-7283214-19D48A05,连接器,连接器产品 - 7283-2148-30
926526-1,信都数字科技（上海）有限公司,1.20672,1408,CONN-9265261-917527A3,连接器,连接器产品 - 926526-1
09-50-8121,信都数字科技（上海）有限公司,1.98072,351,CONN-095081-FB5CCC8F,连接器,连接器产品 - 09-50-8121
967542-2,信都数字科技（上海）有限公司,0.888,8000,CONN-9675422-D55772F6,连接器,连接器产品 - 967542-2
A3963H-4P,信都数字科技（上海）有限公司,0.10008,60000,CONN-A3963H4-1AA62D6C,连接器,连接器产品 - A3963H-4P
A3963-TP,信都数字科技（上海）有限公司,0.06912,3660,CONN-A3963TP-1A270C0C,连接器,连接器产品 - A3963-TP
AN010860C00R1700,信都数字科技（上海）有限公司,2.4876,1700,CONN-AN010860-04041C22,连接器,连接器产品 - AN010860C00R1700
AN01ML27M00R2400,信都数字科技（上海）有限公司,1.98948,2400,CONN-AN01ML27-E4118032,连接器,连接器产品 - AN01ML27M00R2400
AN02ML27M00R400,信都数字科技（上海）有限公司,3.97896,400,CONN-AN02ML27-D4305504,连接器,连接器产品 - AN02ML27M00R400
B4P-VH-BK,信都数字科技（上海）有限公司,0.636,500,CONN-B4PVHB-8B8AAC78,连接器,连接器产品 - B4P-VH-BK
BU03P-TZ-S(LF)(SN),信都数字科技（上海）有限公司,0.72,3500,CONN-BU03PTZ-B4F3D152,连接器,连接器产品 - BU03P-TZ-S(LF)(SN)
BU06P-TZ-S(LF)(SN),信都数字科技（上海）有限公司,1.44,2000,CONN-BU06PTZ-1C01DB22,连接器,连接器产品 - BU06P-TZ-S(LF)(SN)
C3881-MA07-P1-P1-L500-1A,信都数字科技（上海）有限公司,104.04588,36,CONN-C3881MA-E63694D2,连接器,连接器产品 - C3881-MA07-P1-P1-L500-1A
C3881-MA07S024XD1-A1,信都数字科技（上海）有限公司,27.48912,15,CONN-C3881MA-8EFF355F,连接器,连接器产品 - C3881-MA07S024XD1-A1
C3881-MB01S12K4F1-EP,信都数字科技（上海）有限公司,0.08604,6876,CONN-C3881MB-2789CF47,连接器,连接器产品 - C3881-MB01S12K4F1-EP
C3881-MX79C-MX49A-F1-MH-L95-3,信都数字科技（上海）有限公司,24.39312,2,CONN-C3881MX-97673A21,连接器,连接器产品 - C3881-MX79C-MX49A-F1-MH-L95-3
C3881-MX81A004NF2-B,信都数字科技（上海）有限公司,3.13896,1000,CONN-C3881MX-E609B13B,连接器,连接器产品 - C3881-MX81A004NF2-B
C3881-MY05A010S1-A,信都数字科技（上海）有限公司,9.4758,50,CONN-C3881MY-47BF87E4,连接器,连接器产品 - C3881-MY05A010S1-A
C7284-MX19A-2S-RING-1,信都数字科技（上海）有限公司,0.11352,1800,CONN-C7284MX-69B4D220,连接器,连接器产品 - C7284-MX19A-2S-RING-1
DF02D014B22,信都数字科技（上海）有限公司,10.9512,2,CONN-DF02D014-FD99D1B1,连接器,连接器产品 - DF02D014B22
DF02D026A22,信都数字科技（上海）有限公司,13.51092,500,CONN-DF02D026-3C03022A,连接器,连接器产品 - DF02D026A22
DF02P026F22A1,信都数字科技（上海）有限公司,5.34624,500,CONN-DF02P026-D7EFCC25,连接器,连接器产品 - DF02P026F22A1
DF02R026NA3,信都数字科技（上海）有限公司,6.1758,500,CONN-DF02R026-7A7E0270,连接器,连接器产品 - DF02R026NA3
DF50-2830SCFA,信都数字科技（上海）有限公司,0.05304,30000,CONN-DF50283-2430DE9B,连接器,连接器产品 - DF50-2830SCFA
DRC26-24SA,信都数字科技（上海）有限公司,77.868,5,CONN-DRC2624-B4D575C1,连接器,连接器产品 - DRC26-24SA
DRC26-40SA,信都数字科技（上海）有限公司,96.0,35,CONN-DRC2640-F7262798,连接器,连接器产品 - DRC26-40SA
DR-SC24-1-7000,信都数字科技（上海）有限公司,0.3042,7000,CONN-DRSC24-F3787453,连接器,连接器产品 - DR-SC24-1-7000
DT04-08PA,信都数字科技（上海）有限公司,9.86328,900,CONN-DT0408P-A8215681,连接器,连接器产品 - DT04-08PA
DT04-12PA,信都数字科技（上海）有限公司,12.39816,100,CONN-DT0412P-E1FF6F6E,连接器,连接器产品 - DT04-12PA
DT04-2P,信都数字科技（上海）有限公司,1.97268,900,CONN-DT042P-B7E6761E,连接器,连接器产品 - DT04-2P
DT04-4P,信都数字科技（上海）有限公司,4.3476,200,CONN-DT044P-BBC703F3,连接器,连接器产品 - DT04-4P
DT06-08SA,信都数字科技（上海）有限公司,9.96708,650,CONN-DT0608S-38702626,连接器,连接器产品 - DT06-08SA
DT06-12SA,信都数字科技（上海）有限公司,13.07952,100,CONN-DT0612S-8BE0FBE1,连接器,连接器产品 - DT06-12SA
DT06-2S,信都数字科技（上海）有限公司,2.898,205,CONN-DT062S-E99D1897,连接器,连接器产品 - DT06-2S
DT06-2S-EP06,信都数字科技（上海）有限公司,3.348,40,CONN-DT062S-7CCA69EA,连接器,连接器产品 - DT06-2S-EP06
DT06-4S,信都数字科技（上海）有限公司,4.41252,89,CONN-DT064S-BA6108FA,连接器,连接器产品 - DT06-4S
DT06-6S,信都数字科技（上海）有限公司,7.65708,104,CONN-DT066S-349C2899,连接器,连接器产品 - DT06-6S
DTM04-12PA,信都数字科技（上海）有限公司,14.5464,2,CONN-DTM0412-B399F156,连接器,连接器产品 - DTM04-12PA
DTM06-2S,信都数字科技（上海）有限公司,16.9884,20,CONN-DTM062S-10848C2B,连接器,连接器产品 - DTM06-2S
DTM06-4S,信都数字科技（上海）有限公司,4.4676,17,CONN-DTM064S-DDA4092D,连接器,连接器产品 - DTM06-4S
DTM06-6S,信都数字科技（上海）有限公司,6.993,2,CONN-DTM066S-01C73F36,连接器,连接器产品 - DTM06-6S
DTP04-4P-L012,信都数字科技（上海）有限公司,32.61348,17,CONN-DTP044P-8F375D9C,连接器,连接器产品 - DTP04-4P-L012
DTP06-2S,信都数字科技（上海）有限公司,8.904,62,CONN-DTP062S-4BCC34FD,连接器,连接器产品 - DTP06-2S
DW200N08H1,信都数字科技（上海）有限公司,3.2712,200,CONN-DW200N08-42EB3FD8,连接器,连接器产品 - DW200N08H1
DX07S024JJ1R1300,信都数字科技（上海）有限公司,3.1104,300,CONN-DX07S024-DBE5A9F1,连接器,连接器产品 - DX07S024JJ1R1300
DZ14S019NK1,信都数字科技（上海）有限公司,45.81816,5720,CONN-DZ14S019-0C2F161E,连接器,连接器产品 - DZ14S019NK1
DZ14S019NK2,信都数字科技（上海）有限公司,45.81816,5500,CONN-DZ14S019-E209B4C7,连接器,连接器产品 - DZ14S019NK2
FI-J35S-VF15N-R3000,信都数字科技（上海）有限公司,5.18472,69000,CONN-FIJ35S-405AC911,连接器,连接器产品 - FI-J35S-VF15N-R3000
FI-JW34S-VF16-R3000,信都数字科技（上海）有限公司,3.5652,21000,CONN-FIJW34S-A7E0A39B,连接器,连接器产品 - FI-JW34S-VF16-R3000
FI-RC3-1A-1E-15000,信都数字科技（上海）有限公司,0.04812,120000,CONN-FIRC31-5584CB88,连接器,连接器产品 - FI-RC3-1A-1E-15000
FI-RE31HL,信都数字科技（上海）有限公司,2.8854,8000,CONN-FIRE31H-BECDC03E,连接器,连接器产品 - FI-RE31HL
FI-X30HL,信都数字科技（上海）有限公司,1.23036,20000,CONN-FIX30HL-AE26FE32,连接器,连接器产品 - FI-X30HL
FI-XC3B-1-15000,信都数字科技（上海）有限公司,0.04272,120000,CONN-FIXC3B-C17EBAF0,连接器,连接器产品 - FI-XC3B-1-15000
IL-AG5-10S-S3C1,信都数字科技（上海）有限公司,0.83016,3,CONN-ILAG51-098884BB,连接器,连接器产品 - IL-AG5-10S-S3C1
IL-AG5-16S-D3C1-A,信都数字科技（上海）有限公司,1.52592,10,CONN-ILAG51-EE31321E,连接器,连接器产品 - IL-AG5-16S-D3C1-A
IL-AG5-22SK-D3C1-LB,信都数字科技（上海）有限公司,1.60308,800,CONN-ILAG52-E3443ACF,连接器,连接器产品 - IL-AG5-22SK-D3C1-LB
IL-AG5-4P-S3T2,信都数字科技（上海）有限公司,4.14096,4,CONN-ILAG54-2C35220A,连接器,连接器产品 - IL-AG5-4P-S3T2
IL-AG5-4S-S3C1,信都数字科技（上海）有限公司,0.94404,2900,CONN-ILAG54-AD5342E8,连接器,连接器产品 - IL-AG5-4S-S3C1
IL-AG5-5SK-S3C1-LB,信都数字科技（上海）有限公司,0.50484,3200,CONN-ILAG55-802A5AA1,连接器,连接器产品 - IL-AG5-5SK-S3C1-LB
IL-AG5-5S-S3C1,信都数字科技（上海）有限公司,0.60444,1400,CONN-ILAG55-D5C8867E,连接器,连接器产品 - IL-AG5-5S-S3C1
IL-AG5-6S-S3C1,信都数字科技（上海）有限公司,0.69348,20400,CONN-ILAG56-BDBE6D78,连接器,连接器产品 - IL-AG5-6S-S3C1
IL-AG5-7P-S3C1,信都数字科技（上海）有限公司,4.01544,59,CONN-ILAG57-06431E8D,连接器,连接器产品 - IL-AG5-7P-S3C1
IL-AG5-7P-S3L2,信都数字科技（上海）有限公司,2.62452,1194,CONN-ILAG57-888EDAEC,连接器,连接器产品 - IL-AG5-7P-S3L2
IL-AG5-7S-S3C1,信都数字科技（上海）有限公司,0.61932,2400,CONN-ILAG57-61ED5D38,连接器,连接器产品 - IL-AG5-7S-S3C1
IL-AG5-C1-5000,信都数字科技（上海）有限公司,0.08892,90000,CONN-ILAG5C-8A87CF3B,连接器,连接器产品 - IL-AG5-C1-5000
IL-AG5-PC1-5000,信都数字科技（上海）有限公司,0.156,95000,CONN-ILAG5P-1328BD8D,连接器,连接器产品 - IL-AG5-PC1-5000
IL-AG9-2P-S3C1,信都数字科技（上海）有限公司,0.7512,12000,CONN-ILAG92-F6DCD03C,连接器,连接器产品 - IL-AG9-2P-S3C1
IL-AG9-2S-S3C1,信都数字科技（上海）有限公司,0.681,15000,CONN-ILAG92-F15B68CC,连接器,连接器产品 - IL-AG9-2S-S3C1
IL-AG9-3P-S3C1,信都数字科技（上海）有限公司,1.56972,4500,CONN-ILAG93-2EED28BA,连接器,连接器产品 - IL-AG9-3P-S3C1
IL-AG9-3S-S3C1,信都数字科技（上海）有限公司,1.3884,3000,CONN-ILAG93-E5CB6CF7,连接器,连接器产品 - IL-AG9-3S-S3C1
IL-G-7P-S3L2-SA,信都数字科技（上海）有限公司,1.59828,1120,CONN-ILG7P-D96E19BD,连接器,连接器产品 - IL-G-7P-S3L2-SA
IL-Y-3S-S15C3,信都数字科技（上海）有限公司,0.2496,1000,CONN-ILY3S-B38FBC6F,连接器,连接器产品 - IL-Y-3S-S15C3
JN1FS04FK2,信都数字科技（上海）有限公司,37.434,700,CONN-JN1FS04F-0E5DAA30,连接器,连接器产品 - JN1FS04FK2
KW01HDRR01,信都数字科技（上海）有限公司,130.56516,6,CONN-KW01HDRR-EF1B9921,连接器,连接器产品 - KW01HDRR01
KW03GY10PDL0500E,信都数字科技（上海）有限公司,6795.77364,1,CONN-KW03GY10-60F8F212,连接器,连接器产品 - KW03GY10PDL0500E
KW1CGY10PDL0500E,信都数字科技（上海）有限公司,3739.48044,2,CONN-KW1CGY10-BD74F87D,连接器,连接器产品 - KW1CGY10PDL0500E
LTST-C191TGKT-DD,信都数字科技（上海）有限公司,0.11184,10000,CONN-LTSTC19-81537E62,连接器,连接器产品 - LTST-C191TGKT-DD
LTST-C195KGJSKT,信都数字科技（上海）有限公司,0.1008,268000,CONN-LTSTC19-4F1087AA,连接器,连接器产品 - LTST-C195KGJSKT
LTV-817S-TA1,信都数字科技（上海）有限公司,0.20928,1000,CONN-LTV817S-D46BF926,连接器,连接器产品 - LTV-817S-TA1
LY10-C1-5-10000,信都数字科技（上海）有限公司,0.07212,10000,CONN-LY10C1-CF639000,连接器,连接器产品 - LY10-C1-5-10000
M23S05K351,信都数字科技（上海）有限公司,0.14304,5000,CONN-M23S05K3-A32AE067,连接器,连接器产品 - M23S05K351
M34S75C4F1,信都数字科技（上海）有限公司,0.0714,90000,CONN-M34S75C4-F4918B38,连接器,连接器产品 - M34S75C4F1
M34S75C4F3,信都数字科技（上海）有限公司,0.27396,90000,CONN-M34S75C4-8AF86F20,连接器,连接器产品 - M34S75C4F3
M36P08K4Q3,信都数字科技（上海）有限公司,0.48096,48000,CONN-M36P08K4-44965AD5,连接器,连接器产品 - M36P08K4Q3
M58P04K2F1,信都数字科技（上海）有限公司,1.1406,4000,CONN-M58P04K2-A1530733,连接器,连接器产品 - M58P04K2F1
MA01F100VABBR300,信都数字科技（上海）有限公司,7.81092,600,CONN-MA01F100-B0DC5987,连接器,连接器产品 - MA01F100VABBR300
MA01R100VABBR600,信都数字科技（上海）有限公司,6.444,565,CONN-MA01R100-926AE0A5,连接器,连接器产品 - MA01R100VABBR600
MG640187,信都数字科技（上海）有限公司,0.648,4000,CONN-MG640187-EAAF5A9B,连接器,连接器产品 - MG640187
MM60-EZH059-B5-R650,信都数字科技（上海）有限公司,2.076,1950,CONN-MM60EZH-1B77FA2F,连接器,连接器产品 - MM60-EZH059-B5-R650
MS0265-2,信都数字科技（上海）有限公司,2.1624,1500,CONN-MS02652-3D544800,连接器,连接器产品 - MS0265-2
MX19002P51,信都数字科技（上海）有限公司,1.1268,5,CONN-MX19002P-946CB6A2,连接器,连接器产品 - MX19002P51
MX19002P52,信都数字科技（上海）有限公司,2.34324,39600,CONN-MX19002P-C636D18A,连接器,连接器产品 - MX19002P52
MX19002S51,信都数字科技（上海）有限公司,2.52972,2800,CONN-MX19002S-36D169C4,连接器,连接器产品 - MX19002S51
MX19004P51,信都数字科技（上海）有限公司,2.43276,4200,CONN-MX19004P-B6649F04,连接器,连接器产品 - MX19004P51
MX19P10K451,信都数字科技（上海）有限公司,0.13464,20000,CONN-MX19P10K-56DA703A,连接器,连接器产品 - MX19P10K451
MX19S10K451,信都数字科技（上海）有限公司,0.14136,70000,CONN-MX19S10K-0E1065EE,连接器,连接器产品 - MX19S10K451
MX23A12NF1,信都数字科技（上海）有限公司,7.032,400,CONN-MX23A12N-A5738F1B,连接器,连接器产品 - MX23A12NF1
MX23A18NF1,信都数字科技（上海）有限公司,7.16916,640,CONN-MX23A18N-7A5A88DD,连接器,连接器产品 - MX23A18NF1
MX23A18SF1,信都数字科技（上海）有限公司,11.07528,600,CONN-MX23A18S-D1E62A0F,连接器,连接器产品 - MX23A18SF1
MX23A18XF1,信都数字科技（上海）有限公司,1.66128,5000,CONN-MX23A18X-AAA3E27F,连接器,连接器产品 - MX23A18XF1
MX23A26NF1,信都数字科技（上海）有限公司,9.54456,320,CONN-MX23A26N-7F15E54A,连接器,连接器产品 - MX23A26NF1
MX23A26SF1,信都数字科技（上海）有限公司,9.16572,1000,CONN-MX23A26S-7DE4F25B,连接器,连接器产品 - MX23A26SF1
MX23A26XF1,信都数字科技（上海）有限公司,1.86,1500,CONN-MX23A26X-1AE48C70,连接器,连接器产品 - MX23A26XF1
MX23A34XF1,信都数字科技（上海）有限公司,2.19144,1500,CONN-MX23A34X-974A40A7,连接器,连接器产品 - MX23A34XF1
MX23A40NF1,信都数字科技（上海）有限公司,15.01116,18,CONN-MX23A40N-5EED6479,连接器,连接器产品 - MX23A40NF1
MX31034SGA,信都数字科技（上海）有限公司,1.73376,380,CONN-MX31034S-A5A55216,连接器,连接器产品 - MX31034SGA
MX31035SGA,信都数字科技（上海）有限公司,2.02776,30,CONN-MX31035S-FC40E390,连接器,连接器产品 - MX31035SGA
MX34003SF1,信都数字科技（上海）有限公司,0.98664,8100,CONN-MX34003S-4F964CC8,连接器,连接器产品 - MX34003SF1
MX34007NF1,信都数字科技（上海）有限公司,4.164,745,CONN-MX34007N-35CB8306,连接器,连接器产品 - MX34007NF1
MX34008SF4,信都数字科技（上海）有限公司,1.88352,2304,CONN-MX34008S-CD36F971,连接器,连接器产品 - MX34008SF4
MX34012PF1,信都数字科技（上海）有限公司,4.704,540,CONN-MX34012P-6121775F,连接器,连接器产品 - MX34012PF1
MX34012SF1,信都数字科技（上海）有限公司,1.22676,1872,CONN-MX34012S-8B16C15F,连接器,连接器产品 - MX34012SF1
MX34012SF8,信都数字科技（上海）有限公司,1.1856,936,CONN-MX34012S-C2B3093A,连接器,连接器产品 - MX34012SF8
MX34012UF1,信都数字科技（上海）有限公司,3.072,1288,CONN-MX34012U-3CFFE45E,连接器,连接器产品 - MX34012UF1
MX34014SFA,信都数字科技（上海）有限公司,2.0052,1728,CONN-MX34014S-C9F2AF65,连接器,连接器产品 - MX34014SFA
